388,2019-01-20 (Arizona),2019-01-23 (Washington),2019-02-27 (Edmonton)
621,2019-01-20 (Arizona),,
633,2019-01-23 (Washington),2019-02-02 (Pittsburgh),2019-02-04 (Anaheim)
565,2019-01-23 (Washington),2019-02-02 (Pittsburgh),2019-02-21 (Washington)
77,2019-01-23 (Washington),2019-02-02 (Pittsburgh),
148,2019-01-23 (Washington),2019-02-02 (Pittsburgh),
630,2019-01-23 (Washington),2019-02-04 (Anaheim),2019-02-06 (Ottawa)
269,2019-01-23 (Washington),2019-02-21 (Washington),2019-02-23 (Montreal)
334,2019-01-23 (Washington),2019-02-21 (Washington),
632,2019-01-23 (Washington),2019-02-25 (Buffalo),2019-02-27 (Edmonton)
175,2019-01-23 (Washington),2019-02-27 (Edmonton),2019-02-02 (Pittsburgh)
4,2019-01-23 (Washington),2019-02-27 (Edmonton),2019-02-25 (Buffalo)
577,2019-02-02 (Pittsburgh),2019-01-20 (Arizona),2019-02-23 (Montreal)
249,2019-02-02 (Pittsburgh),2019-01-23 (Washington),2019-02-21 (Washington)
393,changed mind took another game,,
613,2019-02-02 (Pittsburgh),2019-02-21 (Washington),2019-02-04 (Anaheim)
642,2019-02-02 (Pittsburgh),2019-02-21 (Washington),2019-02-04 (Anaheim)
18,2019-02-02 (Pittsburgh),2019-02-21 (Washington),2019-02-06 (Ottawa)
323,2019-02-02 (Pittsburgh),2019-02-21 (Washington),2019-02-27 (Edmonton)
653,changed mind took another game,,
623,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-01-23 (Washington)
67,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-02-21 (Washington)
624,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-02-21 (Washington)
564,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-02-21 (Washington)
629,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-02-27 (Edmonton)
68,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-02-27 (Edmonton)
339,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),2019-02-27 (Edmonton)
47,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
127,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
135,changed mind took another game,,
592,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
243,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
266,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
381,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
481,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
561,2019-02-02 (Pittsburgh),2019-02-23 (Montreal),
95,2019-02-02 (Pittsburgh),2019-02-25 (Buffalo),2019-01-23 (Washington)
612,2019-02-02 (Pittsburgh),2019-02-27 (Edmonton),2019-01-23 (Washington)
